date,depth_m,chla_mg_l,cond_us_cm,do_mg_l,do_sat,orp_ug_l,ph,temp_deg_c,turb_ntu
2015-06-15,26,NA,123.9,9.81,84.1,NA,7.27,7.52,NA
2015-06-15,27,NA,124,9.72,83.3,NA,7.25,7.52,NA
2015-06-15,28,NA,123.9,9.63,82.6,NA,7.25,7.51,NA
2015-06-15,29,NA,124,9.56,81.9,NA,7.23,7.49,NA
2015-06-15,30,NA,124,9.52,81.3,NA,7.22,7.37,NA
2015-06-15,31,NA,124,9.49,81,NA,7.22,7.34,NA
2015-06-17,1,NA,117.1,9.42,103.9,NA,7.67,18.78,NA
2015-06-17,2,NA,117.2,9.45,104,NA,7.66,18.64,NA
2015-06-17,3,NA,117.7,9.49,103.9,NA,7.66,18.38,NA
2015-06-17,4,NA,118.1,9.56,103.7,NA,7.65,17.99,NA
2015-06-17,5,NA,118.4,9.53,103.2,NA,7.62,17.87,NA
2015-06-17,6,NA,118.3,9.46,102.3,NA,7.59,17.84,NA
2015-06-17,7,NA,118.7,9.44,102,NA,7.58,17.76,NA
2015-06-17,8,NA,118.4,9.41,101.6,NA,7.58,17.73,NA
2015-06-17,9,NA,118.4,9.39,101.2,NA,7.57,17.65,NA
2015-06-17,10,NA,118.7,9.54,100.8,NA,7.57,16.7,NA
2015-06-17,11,NA,120.5,9.63,100,NA,7.56,15.89,NA
2015-06-17,12,NA,121,9.53,98.6,NA,7.53,15.69,NA
2015-06-17,13,NA,121.3,9.5,97.9,NA,7.51,15.52,NA
2015-06-17,14,NA,125,9.61,96.8,NA,7.51,14.44,NA
2015-06-17,15,NA,125,9.65,95.7,NA,7.5,13.73,NA
2015-06-17,16,NA,124.9,9.61,95.1,NA,7.48,13.65,NA
2015-06-17,17,NA,124.9,9.67,94.5,NA,7.47,13.07,NA
2015-06-17,18,NA,124.7,9.85,93.6,NA,7.47,11.84,NA
2015-06-17,19,NA,124.8,9.84,92.3,NA,7.44,11.3,NA
2015-06-17,20,NA,124.7,9.91,90.2,NA,7.43,10.02,NA
2015-06-17,21,NA,124.1,9.54,84.9,NA,7.31,9.05,NA
2015-06-17,22,NA,124.2,9.42,82.9,NA,7.29,8.59,NA
2015-06-17,23,NA,124,9.42,82,NA,7.27,8.13,NA
2015-06-17,24,NA,124,9.42,81.6,NA,7.27,7.93,NA
2015-06-17,25,NA,123.9,9.38,80.8,NA,7.26,7.74,NA
2015-06-17,26,NA,123.9,9.37,80.5,NA,7.25,7.6,NA
2015-06-17,27,NA,124.3,9.37,80.2,NA,7.24,7.45,NA
2015-06-17,28,NA,124.1,9.32,79.6,NA,7.23,7.37,NA
2015-06-17,29,NA,124.3,9.24,78.9,NA,7.22,7.35,NA
2015-06-17,30,NA,124.3,9.18,78.4,NA,7.21,7.33,NA
2015-06-17,31,NA,124.6,9.12,77.8,NA,7.13,7.3,NA
2015-06-26,1,5.07,NA,8.76,98.05000000000001,NA,7.9350000000000005,20.9,NA
2015-06-26,2,5.35,NA,8.83,98.6,NA,7.9,20.74,NA
2015-06-26,3,5.47,NA,8.8,97.8,NA,7.86,20.44,NA
2015-06-26,4,5.08,NA,8.69,96,NA,7.75,20.23,NA
2015-06-26,5,4.88,NA,8.59,94.8,NA,7.71,20.13,NA
2015-06-26,6,4.09,NA,8.49,93.5,NA,7.68,20.02,NA
2015-06-26,7,3.7,NA,8.44,92.7,NA,7.63,19.93,NA
2015-06-26,8,3.44,NA,8.38,91.5,NA,7.54,19.66,NA
2015-06-26,9,3.53,NA,8.09,87.6,NA,7.46,19.2,NA
2015-06-26,10,2.38,NA,8.01,85.8,NA,7.42,18.68,NA
2015-06-26,11,2.12,NA,8.04,85.8,NA,7.41,18.47,NA
2015-06-26,12,1.99,NA,8.04,85.4,NA,7.4,18.24,NA
2015-06-26,13,1.74,NA,7.96,82.4,NA,7.31,17,NA
2015-06-26,14,1.64,NA,8.13,82,NA,7.28,15.81,NA
2015-06-26,15,1.38,NA,8.04,80,NA,7.24,15.16,NA
2015-06-26,16,1.33,NA,8.06,79.1,NA,7.21,14.51,NA
2015-06-26,17,1.21,NA,8.04,77.8,NA,7.18,13.86,NA
2015-06-26,18,1.2,NA,7.96,76.1,NA,7.15,13.31,NA
2015-06-26,19,1.22,NA,7.92,75.2,NA,7.12,12.97,NA
2015-06-26,20,1.22,NA,7.9,74.1,NA,7.11,12.44,NA
2015-06-26,21,1.27,NA,7.9,73.2,NA,7.07,11.93,NA
2015-06-26,22,1.32,NA,8,72.8,NA,7.06,11.13,NA
2015-06-26,23,1.4,NA,7.95,71.2,NA,7.04,10.45,NA
2015-06-26,24,1.26,NA,7.89,69.3,NA,7,9.64,NA
2015-06-26,25,1.24,NA,7.68,67.3,NA,6.98,9.51,NA
2015-06-26,26,1.23,NA,7.63,66.6,NA,6.96,9.31,NA
2015-06-26,27,1.21,NA,7.51,64.6,NA,6.94,8.81,NA
2015-07-10,1,NA,118.2,9.08,105.5,NA,8.24,21.41,NA
2015-07-10,2,NA,118.2,9.35,108.4,NA,8.09,21.29,NA
2015-07-10,3,NA,118.2,9.64,111.7,NA,8.01,21.27,NA
2015-07-10,4,NA,118.2,9.8,113.6,NA,7.97,21.26,NA
2015-07-10,5,NA,118.2,9.89,114.7,NA,7.93,21.26,NA
2015-07-10,6,NA,118.2,9.82,113.8,NA,7.92,21.25,NA
2015-07-10,7,NA,118.2,9.8,113.6,NA,7.9,21.25,NA
2015-07-10,8,NA,118.2,9.78,113.3,NA,7.89,21.24,NA
2015-07-10,9,NA,118.3,9.8,112.8,NA,7.86,20.92,NA
2015-07-10,10,NA,118.5,9.77,110.8,NA,7.81,20.17,NA
2015-07-10,11,NA,119.4,9.51,106.6,NA,7.75,19.58,NA
2015-07-10,12,NA,120.4,9.4,104.3,NA,7.7,19.05,NA
2015-07-10,13,NA,121.5,9.37,102,NA,7.67,18.14,NA
2015-07-10,14,NA,120.9,9.14,97.9,NA,7.64,17.36,NA
2015-07-10,15,NA,123.1,9.5,95.6,NA,7.68,14.41,NA
2015-07-10,16,NA,123.7,9.13,90.2,NA,7.64,13.56,NA
2015-07-10,17,NA,124.2,8.9,86.5,NA,7.6,12.84,NA
2015-07-10,18,NA,124.2,8.68,83.5,NA,7.58,12.42,NA
2015-07-10,19,NA,124.8,8.74,82.3,NA,7.57,11.49,NA
2015-07-10,20,NA,125.2,8.72,80.5,NA,7.55,10.59,NA
2015-07-10,21,NA,125,8.7,79.6,NA,7.53,10.22,NA
2015-07-10,22,NA,124.8,8.52,77.4,NA,7.51,9.91,NA
2015-07-10,23,NA,125,8.46,76.6,NA,7.5,9.78,NA
2015-07-10,24,NA,124.9,8.45,76,NA,7.49,9.48,NA
2015-07-10,25,NA,125.2,8.44,75.3,NA,7.48,9.17,NA
2015-07-10,26,NA,125.3,8.35,74.1,NA,7.47,8.94,NA
2015-07-10,27,NA,125.4,8.26,73.1,NA,7.46,8.82,NA
2015-07-10,28,NA,125.7,8.22,72.1,NA,7.45,8.44,NA
2015-07-10,29,NA,125.9,8.09,70.8,NA,7.44,8.37,NA
2015-07-10,30,NA,125.9,7.93,69.4,NA,7.42,8.37,NA
2015-07-10,31,NA,125.9,7.77,68,NA,7.41,8.37,NA
2015-07-22,1,NA,122.3,8.65,103.5,NA,8.14,22.92,NA
2015-07-22,2,NA,122.1,8.87,106,NA,8.02,22.8,NA
2015-07-22,3,NA,122.1,8.86,105.7,NA,8,22.76,NA
2015-07-22,4,NA,122.1,8.83,105.4,NA,7.99,22.74,NA
2015-07-22,5,NA,122,8.8,105,NA,7.98,22.72,NA
2015-07-22,6,NA,122,8.79,104.8,NA,7.97,22.7,NA
2015-07-22,7,NA,122,8.78,104.5,NA,7.94,22.61,NA
2015-07-22,8,NA,122.1,8.76,104.1,NA,7.93,22.54,NA
2015-07-22,9,NA,121.8,8.76,103.9,NA,7.91,22.49,NA
2015-07-22,10,NA,121.4,8.94,103.2,NA,7.85,21.06,NA
2015-07-22,11,NA,121.3,8.53,98.3,NA,7.76,20.94,NA
2015-07-22,12,NA,121.3,8.4,96.4,NA,7.69,20.78,NA
2015-07-22,13,NA,121.1,8.45,95.7,NA,7.68,20.04,NA
2015-07-22,14,NA,121,8.62,94.7,NA,7.64,18.53,NA
2015-07-22,15,NA,122.5,8.99,92.2,NA,7.63,15.27,NA
2015-07-22,16,NA,123.2,8.69,87.3,NA,7.53,14.32,NA
2015-07-22,17,NA,123.7,8.19,80.6,NA,7.46,13.43,NA
2015-07-22,18,NA,124.3,7.78,74.7,NA,7.4,12.31,NA
2015-07-22,19,NA,125,7.82,73.4,NA,7.38,11.26,NA
2015-07-22,20,NA,125.2,7.69,70.6,NA,7.34,10.4,NA
2015-07-22,21,NA,125.4,7.32,66.6,NA,7.28,9.97,NA
2015-07-22,22,NA,125.3,7.19,65.2,NA,7.26,9.85,NA
2015-07-22,23,NA,125.2,7.14,64.4,NA,7.25,9.61,NA
2015-07-22,24,NA,125.2,7.14,64,NA,7.24,9.37,NA
2015-07-22,25,NA,125.5,7.1,63.3,NA,7.23,9.13,NA
2015-07-22,26,NA,125.5,6.98,61.9,NA,7.21,8.95,NA
2015-07-22,27,NA,125.5,6.93,61.4,NA,7.2,8.85,NA
2015-07-22,28,NA,125.8,6.82,60.3,NA,7.19,8.73,NA
2015-07-22,29,NA,125.8,6.61,58.4,NA,7.17,8.71,NA
2015-07-22,30,NA,125.9,6.47,57.1,NA,7.16,8.68,NA
2015-07-29,1,3.6100000000000003,NA,8.09,97.85,NA,7.965,24.96,NA
2015-07-29,2,3.87,NA,8.09,98,NA,8.12,25.01,NA
2015-07-29,3,4.41,NA,8.12,98.1,NA,8.14,24.9,NA
2015-07-29,4,4.34,NA,8.15,98,NA,8.16,24.66,NA
2015-07-29,5,4.17,NA,8.23,97.4,NA,8.14,23.77,NA
2015-07-29,6,3.34,NA,7.93,93.1,NA,7.91,23.33,NA
2015-07-29,7,3.55,NA,7.73,90.3,NA,7.82,23.09,NA
2015-07-29,8,3.01,NA,7.61,88.5,NA,7.72,22.87,NA
2015-07-29,9,2.73,NA,7.42,86,NA,7.66,22.68,NA
2015-07-29,10,2.65,NA,7.24,83.6,NA,7.57,22.47,NA
2015-07-29,11,2.51,NA,7.09,81.4,NA,7.5,22.15,NA
2015-07-29,12,2.21,NA,6.88,77.4,NA,7.42,21.5,NA
2015-07-29,13,3.07,NA,5.93,64,NA,7.19,19.07,NA
2015-07-29,14,2.99,NA,5.69,59.8,NA,7.12,17.79,NA
2015-07-29,15,2.97,NA,5.62,58,NA,7.07,16.86,NA
2015-07-29,16,2.36,NA,5.83,57.9,NA,7.03,15.03,NA
2015-07-29,17,2.24,NA,5.93,57.5,NA,7.02,13.99,NA
2015-07-29,18,1.97,NA,6.11,57.8,NA,7,12.82,NA
2015-07-29,19,1.56,NA,6.27,58,NA,6.99,11.84,NA
2015-07-29,20,1.31,NA,6.16,56.1,NA,6.95,11.17,NA
2015-07-29,21,1.26,NA,6.1,54.9,NA,6.93,10.72,NA
2015-07-29,22,1.11,NA,6.02,53.8,NA,6.92,10.35,NA
2015-07-29,23,1.15,NA,5.97,53.1,NA,6.9,10.21,NA
2015-07-29,24,1.17,NA,5.7,50.4,NA,6.89,9.96,NA
2015-07-29,25,1.15,NA,5.11,44.6,NA,6.82,9.42,NA
2015-07-29,26,1.23,NA,4.87,42.5,NA,6.8,9.36,NA
2015-07-29,27,1.6,NA,4.41,38.3,NA,6.78,9.21,NA
2015-07-29,28,1.67,NA,4.19,36.4,NA,6.75,9.16,NA
2015-07-29,29,1.44,NA,4,34.6,NA,6.73,9.08,NA
2015-07-29,30,1.92,NA,3.9,33.8,NA,6.72,9.05,NA
2015-08-12,1,NA,125.5,7.81,93.3,NA,8.17,22.79,NA
2015-08-12,2,NA,125.5,8.06,96.3,NA,8.08,22.8,NA
2015-08-12,3,NA,125.6,8.1,96.7,NA,8.02,22.8,NA
2015-08-12,4,NA,125.6,8.13,97.1,NA,8,22.8,NA
2015-08-12,5,NA,125.5,8.16,97.4,NA,7.99,22.81,NA
2015-08-12,6,NA,125.5,8.18,97.6,NA,7.98,22.8,NA
2015-08-12,7,NA,125.6,8.24,98.4,NA,7.97,22.79,NA
2015-08-12,8,NA,125.5,8.26,98.6,NA,7.96,22.79,NA
2015-08-12,9,NA,125.6,8.29,99,NA,7.96,22.79,NA
2015-08-12,10,NA,125.5,8.31,99.1,NA,7.94,22.78,NA
2015-08-12,11,NA,125.5,8.32,99.3,NA,7.92,22.77,NA
2015-08-12,12,NA,125.5,8.33,99.3,NA,7.92,22.74,NA
2015-08-12,13,NA,122.2,8.84,99.3,NA,7.93,19.68,NA
2015-08-12,14,NA,122.8,7.98,84.9,NA,7.8,16.99,NA
2015-08-12,15,NA,123.1,7.34,74.8,NA,7.7,15.01,NA
2015-08-12,16,NA,124.3,7.19,70.8,NA,7.64,13.45,NA
2015-08-12,17,NA,125,6.39,61.2,NA,7.46,12.15,NA
2015-08-12,18,NA,125,6.26,59.4,NA,7.43,11.82,NA
2015-08-12,19,NA,125.2,6.23,58.7,NA,7.42,11.43,NA
2015-08-12,20,NA,125.5,6.22,57.9,NA,7.4,10.96,NA
2015-08-12,21,NA,125.7,6.09,56.1,NA,7.37,10.55,NA
2015-08-12,22,NA,125.6,6.07,55.6,NA,7.36,10.32,NA
2015-08-12,23,NA,125.9,6.03,54.6,NA,7.35,9.8,NA
2015-08-12,24,NA,126.2,5.9,52.9,NA,7.34,9.37,NA
2015-08-12,25,NA,126.5,5.8,51.7,NA,7.31,9.11,NA
2015-08-12,26,NA,126.7,5.67,50.4,NA,7.29,9.01,NA
2015-08-12,27,NA,127,5.4,47.9,NA,7.27,8.93,NA
2015-08-12,28,NA,127,5.2,46.1,NA,7.25,8.9,NA
2015-08-12,29,NA,127,4.98,44.1,NA,7.23,8.88,NA
2015-08-12,30,NA,127.8,4.63,41.1,NA,7.14,8.88,NA
2015-08-20,1,2.835,NA,7.795,92.85,NA,7.99,24.145,NA
2015-08-20,2,3.7,NA,7.77,92.7,NA,7.94,24.21,NA
2015-08-20,3,3.95,NA,7.78,92.9,NA,7.94,24.23,NA
2015-08-20,4,4.13,NA,7.79,92.9,NA,7.93,24.22,NA
2015-08-20,5,4.24,NA,7.8,93,NA,7.92,24.21,NA
2015-08-20,6,4.24,NA,7.77,92.7,NA,7.91,24.18,NA
2015-08-20,7,4.29,NA,7.77,92.7,NA,7.91,24.19,NA
2015-08-20,8,4.38,NA,7.78,92.8,NA,7.91,24.18,NA
2015-08-20,9,4.43,NA,7.78,92.7,NA,7.89,24.15,NA
2015-08-20,10,4.47,NA,7.77,92.5,NA,7.88,24.12,NA
2015-08-20,11,4.23,NA,7.74,92.1,NA,7.87,24.09,NA
2015-08-20,12,3.09,NA,7.7,90.5,NA,7.74,23.42,NA
2015-08-20,13,2.74,NA,6.8,77,NA,7.52,21.45,NA
2015-08-20,14,1.99,NA,5.65,62.4,NA,7.21,20.29,NA
2015-08-20,15,1.71,NA,4.67,47.7,NA,7.12,16.42,NA
2015-08-20,16,1.34,NA,4.52,43.7,NA,7.01,13.82,NA
2015-08-20,17,1.29,NA,4.64,43.8,NA,6.94,12.77,NA
2015-08-20,18,1.27,NA,4.68,43.4,NA,6.89,11.99,NA
2015-08-20,19,1.26,NA,4.68,42.9,NA,6.88,11.51,NA
2015-08-20,20,1.17,NA,4.57,41.6,NA,6.85,11.09,NA
2015-08-20,21,1.12,NA,4.31,39,NA,6.83,10.81,NA
2015-08-20,22,1.14,NA,4.23,38,NA,6.81,10.58,NA
2015-08-20,23,1.14,NA,4.29,38.3,NA,6.81,10.32,NA
2015-08-20,24,1.18,NA,4.21,37.2,NA,6.78,9.92,NA
2015-08-20,25,1.21,NA,3.96,34.9,NA,6.75,9.77,NA
2015-08-20,26,1.19,NA,3.25,28.5,NA,6.71,9.56,NA
2015-08-20,27,1.15,NA,2.98,26,NA,6.68,9.36,NA
2015-08-20,28,1.18,NA,2.53,22,NA,6.65,9.25,NA
2015-08-20,29,1.2,NA,2.38,20.7,NA,6.62,9.16,NA
2015-08-20,30,2.61,NA,2.07,17.9,NA,6.58,9.09,NA
2015-08-28,1,NA,128.6,8.76,106,NA,8.13,23.47,NA
2015-08-28,2,NA,129.4,8.75,105.8,NA,8.09,23.44,NA
2015-08-28,3,NA,128.7,8.7,105.1,NA,8.12,23.41,NA
2015-08-28,4,NA,128.7,8.66,104.6,NA,8.09,23.41,NA
2015-08-28,5,NA,128.8,8.64,104.4,NA,8.06,23.41,NA
2015-08-28,6,NA,128.7,8.62,104.1,NA,8.08,23.4,NA
2015-08-28,7,NA,128.7,8.6,103.8,NA,8.05,23.4,NA
2015-08-28,8,NA,128.8,8.59,103.7,NA,8.05,23.4,NA
2015-08-28,9,NA,128.7,8.58,103.6,NA,8.05,23.39,NA
2015-08-28,10,NA,128.7,8.56,103.4,NA,8.05,23.39,NA
2015-08-28,11,NA,128.7,8.55,103.3,NA,8.03,23.38,NA
2015-08-28,12,NA,129.1,8.6,103.2,NA,8.01,23.02,NA
2015-08-28,13,NA,126.6,8.5,99.8,NA,7.92,21.92,NA
2015-08-28,14,NA,125.6,8.13,91.3,NA,7.84,19.63,NA
2015-08-28,15,NA,123.8,7.9,82.1,NA,7.81,15.88,NA
2015-08-28,16,NA,124.1,7.24,72.9,NA,7.75,14.45,NA
2015-08-28,17,NA,124.8,7.07,69.5,NA,7.7,13.4,NA
2015-08-28,18,NA,125.2,6.84,65.8,NA,7.61,12.4,NA
2015-08-28,19,NA,125.7,6.68,63,NA,7.54,11.52,NA
2015-08-28,20,NA,125.7,6.13,57.6,NA,7.45,11.28,NA
2015-08-28,21,NA,126,5.78,53.8,NA,7.41,10.91,NA
2015-08-28,22,NA,126.4,5.61,51.6,NA,7.37,10.46,NA
2015-08-28,23,NA,126.4,5.55,50.8,NA,7.34,10.22,NA
2015-08-28,24,NA,126.6,5.34,48.6,NA,7.31,9.97,NA
2015-08-28,25,NA,127.4,5.16,46.5,NA,7.27,9.61,NA
2015-08-28,26,NA,127.6,4.45,40,NA,7.21,9.52,NA
2015-08-28,27,NA,127.7,4.05,36.3,NA,7.18,9.32,NA
2015-08-28,28,NA,127.9,3.68,32.9,NA,7.15,9.24,NA
2015-08-28,29,NA,127.9,3.52,31.4,NA,7.13,9.2,NA
2015-08-28,30,NA,128.3,3.37,30,NA,7.12,9.12,NA
2015-09-15,1,NA,130,8.44,100.8,NA,7.97,22.8,NA
2015-09-15,2,NA,130,8.43,100.7,NA,7.95,22.8,NA
2015-09-15,3,NA,130,8.43,100.6,NA,7.94,22.75,NA
2015-09-15,4,NA,130,8.44,100.6,NA,7.94,22.73,NA
2015-09-15,5,NA,129.9,8.45,100.6,NA,7.93,22.67,NA
2015-09-15,6,NA,129.9,8.45,100.6,NA,7.93,22.63,NA
2015-09-15,7,NA,129.9,8.42,100.2,NA,7.91,22.6,NA
2015-09-15,8,NA,129.9,8.37,99.6,NA,7.88,22.58,NA
2015-09-15,9,NA,129.9,8.36,99.4,NA,7.86,22.58,NA
2015-09-15,10,NA,129.9,8.35,99.3,NA,7.85,22.57,NA
2015-09-15,11,NA,129.9,8.29,98.6,NA,7.85,22.57,NA
2015-09-15,12,NA,129.9,8.28,98.4,NA,7.84,22.56,NA
2015-09-15,13,NA,129.9,8.25,98,NA,7.84,22.55,NA
2015-09-15,14,NA,127.3,8.55,97.6,NA,7.81,20.48,NA
2015-09-15,15,NA,125.3,7.45,80.3,NA,7.67,17.67,NA
2015-09-15,16,NA,125,6.45,66,NA,7.58,15.13,NA
2015-09-15,17,NA,124.4,6.31,63,NA,7.51,14.05,NA
2015-09-15,18,NA,125.7,5.5,53.3,NA,7.32,12.68,NA
2015-09-15,19,NA,125.7,4.8,45.9,NA,7.27,12.2,NA
2015-09-15,20,NA,125.8,4.66,44.2,NA,7.25,11.68,NA
2015-09-15,21,NA,126.2,4.56,42.6,NA,7.24,11.15,NA
2015-09-15,22,NA,126.8,4.38,40.6,NA,7.21,10.81,NA
2015-09-15,23,NA,128.1,4.29,39.4,NA,7.18,10.46,NA
2015-09-15,24,NA,127.6,4.12,37.7,NA,7.15,10.22,NA
2015-09-15,25,NA,127.3,3.92,35.6,NA,7.13,9.86,NA
2015-09-15,26,NA,129.1,3.49,31.4,NA,7.08,9.52,NA
2015-09-15,27,NA,130.5,3.22,28.9,NA,7.05,9.36,NA
2015-09-15,28,NA,131.3,3.04,27.2,NA,7.03,9.29,NA
2015-09-15,29,NA,132.3,2.84,25.4,NA,7.01,9.23,NA
2015-09-15,30,NA,138.2,2.64,23.5,NA,6.97,9.12,NA
2015-09-18,1,3.99,NA,8.105,94.75,NA,8.01,23.145,NA
2015-09-18,2,5.32,NA,8.11,94.9,NA,8.17,23.17,NA
2015-09-18,3,5.86,NA,8.09,94.6,NA,8.16,23.16,NA
2015-09-18,4,6.14,NA,8.07,94.4,NA,8.16,23.16,NA
2015-09-18,5,6.62,NA,8.03,93.8,NA,8.13,23.12,NA
2015-09-18,6,6.24,NA,8.01,93.6,NA,8.11,23.11,NA
2015-09-18,7,6.28,NA,8,93.4,NA,8.1,23.09,NA
2015-09-18,8,6.9,NA,7.84,91.3,NA,8.01,22.95,NA
2015-09-18,9,5.7,NA,7.59,88.2,NA,7.9,22.81,NA
2015-09-18,10,4.8,NA,7.25,83.8,NA,7.73,22.54,NA
2015-09-18,11,4.7,NA,7.13,82.2,NA,7.67,22.43,NA
2015-09-18,12,4.98,NA,7.05,81.3,NA,7.64,22.42,NA
2015-09-18,13,4.58,NA,6.98,80.3,NA,7.6,22.28,NA
2015-09-18,14,3.88,NA,6.09,69.2,NA,7.42,21.65,NA
2015-09-18,15,2.42,NA,2.8,28.1,NA,6.91,15.5,NA
2015-09-18,16,2.16,NA,2.96,28.7,NA,6.87,13.94,NA
2015-09-18,17,2.04,NA,3.03,28.7,NA,6.85,13.02,NA
2015-09-18,18,1.7,NA,3.11,29,NA,6.83,12.16,NA
2015-09-18,19,1.56,NA,3.17,29.3,NA,6.82,11.83,NA
2015-09-18,20,1.36,NA,2.92,26.7,NA,6.78,11.27,NA
2015-09-18,21,1.36,NA,2.43,22.1,NA,6.74,10.97,NA
2015-09-18,22,1.35,NA,2.31,20.7,NA,6.73,10.65,NA
2015-09-18,23,1.38,NA,2.02,18,NA,6.71,10.27,NA
2015-09-18,24,1.44,NA,1.52,13.4,NA,6.68,9.87,NA
2015-09-18,25,1.38,NA,1.03,9,NA,6.66,9.69,NA
2015-09-18,26,1.35,NA,0.88,7.7,NA,6.66,9.56,NA
2015-09-18,27,1.27,NA,0.75,6.6,NA,6.66,9.5,NA
2015-09-18,28,1.27,NA,0.68,5.9,NA,6.66,9.43,NA
2015-09-18,29,1.15,NA,0.46,4,NA,6.66,9.33,NA
2015-09-18,30,1.13,NA,0.4,3.5,NA,6.66,9.31,NA
2015-09-18,31,1.18,NA,0.39,3.4,NA,6.66,9.31,NA
2015-09-18,32,1.75,NA,0.38,3.3,NA,6.66,9.3,NA
2015-09-29,1,NA,131.7,8.06,90.7,NA,7.93,19.72,NA
2015-09-29,2,NA,131.7,8.17,91.9,NA,7.91,19.72,NA
2015-09-29,3,NA,131.7,8.24,92.7,NA,7.89,19.72,NA
2015-09-29,4,NA,131.7,8.3,93.3,NA,7.88,19.72,NA
2015-09-29,5,NA,131.7,8.35,93.8,NA,7.88,19.72,NA
2015-09-29,6,NA,131.7,8.48,95.4,NA,7.86,19.72,NA
2015-09-29,7,NA,131.7,8.52,95.7,NA,7.86,19.72,NA
2015-09-29,8,NA,131.7,8.57,96.3,NA,7.86,19.71,NA
2015-09-29,9,NA,131.6,8.58,96.5,NA,7.86,19.71,NA
2015-09-29,10,NA,131.7,8.6,96.7,NA,7.85,19.71,NA
2015-09-29,11,NA,131.6,8.61,96.8,NA,7.85,19.71,NA
2015-09-29,12,NA,131.6,8.63,97,NA,7.85,19.71,NA
2015-09-29,13,NA,131.7,8.64,97.1,NA,7.86,19.71,NA
2015-09-29,14,NA,131.6,8.64,97.2,NA,7.86,19.71,NA
2015-09-29,15,NA,131.7,8.65,97.2,NA,7.86,19.71,NA
2015-09-29,16,NA,129.1,8.92,96.9,NA,7.88,18.04,NA
2015-09-29,17,NA,126,8.89,90.9,NA,7.84,15.15,NA
2015-09-29,18,NA,125.5,8.07,78.4,NA,7.74,12.81,NA
2015-09-29,19,NA,126.6,5.68,54,NA,7.44,11.89,NA
2015-09-29,20,NA,126.4,5.48,51.8,NA,7.41,11.64,NA
2015-09-29,21,NA,126.5,5.3,49.7,NA,7.39,11.25,NA
2015-09-29,22,NA,127.3,4.92,45.4,NA,7.37,10.62,NA
2015-09-29,23,NA,127.1,4.52,41.5,NA,7.34,10.36,NA
2015-09-29,24,NA,128,3.81,34.6,NA,7.29,9.88,NA
2015-09-29,25,NA,127.6,3.49,31.6,NA,7.28,9.79,NA
2015-09-29,26,NA,130,3.35,30.2,NA,7.26,9.58,NA
2015-09-29,27,NA,131.9,3.06,27.5,NA,7.23,9.41,NA
2015-09-29,28,NA,133.8,2.78,24.8,NA,7.21,9.2,NA
2015-09-29,29,NA,134.7,2.62,23.4,NA,7.19,9.1,NA
2015-09-29,30,NA,138.8,2.16,19.2,NA,7.15,9.07,NA
2015-10-05,1,NA,131.2,9.45,99.2,NA,8,16.34,NA
2015-10-05,2,NA,131.2,9.41,98.7,NA,7.95,16.34,NA
2015-10-05,3,NA,131.2,9.38,98.3,NA,7.92,16.32,NA
2015-10-05,4,NA,131.2,9.33,97.8,NA,7.91,16.3,NA
2015-10-05,5,NA,131.3,9.27,97,NA,7.9,16.26,NA
2015-10-05,6,NA,131.3,9.11,95.4,NA,7.85,16.24,NA
2015-10-05,7,NA,131.3,9.1,95.2,NA,7.82,16.24,NA
2015-10-05,8,NA,131.3,9.07,94.9,NA,7.82,16.23,NA
2015-10-05,9,NA,131.3,9.04,94.6,NA,7.8,16.23,NA
2015-10-05,10,NA,131.4,9.03,94.5,NA,7.78,16.22,NA
2015-10-05,11,NA,131.3,9.03,94.4,NA,7.76,16.22,NA
2015-10-05,12,NA,131.3,9.02,94.4,NA,7.76,16.21,NA
2015-10-05,13,NA,131.4,9.02,94.4,NA,7.74,16.21,NA
2015-10-05,14,NA,131.3,9.02,94.3,NA,7.75,16.21,NA
2015-10-05,15,NA,131.3,9.02,94.3,NA,7.75,16.21,NA
2015-10-05,16,NA,131.4,9.01,94.3,NA,7.75,16.21,NA
2015-10-05,17,NA,131.4,9.01,94.2,NA,7.72,16.2,NA
2015-10-05,18,NA,131.4,9.01,94.2,NA,7.72,16.2,NA
2015-10-05,19,NA,129.9,9.1,94.1,NA,7.74,15.65,NA
2015-10-05,20,NA,128.2,8.94,90.9,NA,7.69,14.87,NA
2015-10-05,21,NA,126.3,8.46,83.6,NA,7.67,13.57,NA
2015-10-05,22,NA,127.4,7.29,69.4,NA,7.61,11.91,NA
2015-10-05,23,NA,128.2,6.98,65.1,NA,7.54,11.05,NA
2015-10-05,24,NA,129.4,5.92,53.9,NA,7.45,9.97,NA
2015-10-05,25,NA,131.1,4.6,41.7,NA,7.27,9.78,NA
2015-10-05,26,NA,132.2,3.93,35.5,NA,7.22,9.63,NA
2015-10-05,27,NA,134.6,3.09,27.7,NA,7.17,9.4,NA
2015-10-05,29,NA,135.8,2.29,20.5,NA,7.14,9.25,NA
2015-10-08,1,3.7,NA,8.39,85.75,NA,7.42,16.4,NA
2015-10-08,2,4.33,NA,8.38,85.6,NA,7.43,16.41,NA
2015-10-08,3,5.19,NA,8.37,85.4,NA,7.47,16.35,NA
2015-10-08,4,4.78,NA,8.36,85.3,NA,7.49,16.33,NA
2015-10-08,5,5.98,NA,8.33,85,NA,7.51,16.32,NA
